_Id,_Name,_Tolddescribe,_Description,_Add,_Zipcode,_Zone,_Tel,_Opentime,_Parkinginfo,_Website,_Picture1,_Picdescribe1,_Picture2,_Picdescribe2,_Picture3,_Picdescribe3,_Px,_Py,_Class,_Map,_Changetime
C3_376600000A_000023,Old time,"I am very interested in the preservation of monuments, history and culture, and the appreciation of literature and art. Zhang Jiaxiu, the chief executive of ""Old Time"", explained why he had to repair a 70-year-old house and run a restaurant across the field. But we can't just keep the sense of history of the old house, we must also follow the pulse of the times."" She added the reason for the store to inject ""new things."" For CEO Zhang Jiaxiu who has his own ideas, he insists on using the ingredients in the local food and the local elements as the theme of interior decoration, not only to make customers eat healthy, but also to appreciate the landscape and human beauty of Chiayi. . For example, the first floor leads to the ceiling of the second floor. The artist Lu Mingshi paints the starry sky of Alishan and can see the entire Milky Way. With the concept of ""cats"" in the ancient name of Minxiong, there are many furnishings and ingenuity in the store. With her nursing background, she will use the two-storey old house space to the fullest. The first floor is used as a restaurant. The second floor not only retains the original Japanese wood, but also adds a lot of new installation art to become a new social. Network punch points. The second floor has specially planned the space for ""foot bath"", hoping to promote the concept of foot care in Taiwan. Not only do you add a lot of creativity to the creation and use of space, but also the part of the meal.","I am very interested in the preservation of monuments, history and culture, and the appreciation of literature and art. Zhang Jiaxiu, the chief executive of ""Old Time"", explained why he had to repair a 70-year-old house and run a restaurant across the field. But we can't just keep the sense of history of the old house, we must also follow the pulse of the times."" She added the reason for the store to inject ""new things."" For CEO Zhang Jiaxiu who has his own ideas, he insists on using the ingredients in the local food and the local elements as the theme of interior decoration, not only to make customers eat healthy, but also to appreciate the landscape and human beauty of Chiayi. . For example, the first floor leads to the ceiling of the second floor. The artist Lu Mingshi paints the starry sky of Alishan and can see the entire Milky Way. With the concept of ""cats"" in the ancient name of Minxiong, there are many furnishings and ingenuity in the store. With her nursing background, she will use the two-storey old house space to the fullest. The first floor is used as a restaurant. The second floor not only retains the original Japanese wood, but also adds a lot of new installation art to become a new social. Network punch points. The second floor has specially planned the space for ""foot bath"", hoping to promote the concept of foot care in Taiwan. Not only do you add a lot of creativity to the creation and use of space, but also the part of the meal.","494 Ren'ai Road, West District, Chiayi City",60045,,886-5-2169909,"Monday to Friday 11:30–14:00, 17:30–21:00 Saturday and Sunday 11:00–21:00",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/7f85d1c9f5191b2f49680d19cffff5f7.JPG,舊時光新鮮事,,,,,120.442127,23.4763652,1,,2018/12/21 18:30
C3_376600000A_000024,One tea workshop,"A cup of good tea made in the ground, a heart of good tea, from the insistence of Alishan tea farmers. A tea workshop adopts the natural farming method, the plain tea is true, not luxurious, not exaggerated, adhering to the spirit of respecting the heavens, loving the land, and doing the tea in the local spirit, just to convey the happiness of drinking a cup of tea. Director Lin Yingjiao, although inheriting his family business, started from scratch and read the road of good tea in Taiwan. Every step went hard, but it was also practical. Starting from the origin of the tea plantation, learn to grow tea, pick tea, make tea, roast tea, sell tea, open a brand tea shop, and set up the most strict tea control, and make up your mind to let the guests taste really true and authentic. Taiwanese good tea! There is no secret along the way, in addition to persistence, or persistence. Speaking of this entrepreneurial process, Lin Yingjiao said that the most difficult thing is: to understand the profound knowledge of ""management of tea gardens""! Especially in the early days of the business, every time I went to the mountain to pick tea, I often encountered the situation of lack of work, my heart I will always be particularly flustered, recalling this hard day, but now I can smile and say: It is worth it! Therefore, I dare to tell the consumers loudly, ""The tea you drink, we grow it ourselves."" It is also a kind of mind for consumers, for the good tea in the land, and can also walk out of a tea brand, simple and uncluttered packaging, But divide","A cup of good tea made in the ground, a heart of good tea, from the insistence of Alishan tea farmers. A tea workshop adopts the natural farming method, the plain tea is true, not luxurious, not exaggerated, adhering to the spirit of respecting the heavens, loving the land, and doing the tea in the local spirit, just to convey the happiness of drinking a cup of tea. Director Lin Yingjiao, although inheriting his family business, started from scratch and read the road of good tea in Taiwan. Every step went hard, but it was also practical. Starting from the origin of the tea plantation, learn to grow tea, pick tea, make tea, roast tea, sell tea, open a brand tea shop, and set up the most strict tea control, and make up your mind to let the guests taste really true and authentic. Taiwanese good tea! There is no secret along the way, in addition to persistence, or persistence. Speaking of this entrepreneurial process, Lin Yingjiao said that the most difficult thing is: to understand the profound knowledge of ""management of tea gardens""! Especially in the early days of the business, every time I went to the mountain to pick tea, I often encountered the situation of lack of work, my heart I will always be particularly flustered, recalling this hard day, but now I can smile and say: It is worth it! Therefore, I dare to tell the consumers loudly, ""The tea you drink, we grow it ourselves."" It is also a kind of mind for consumers, for the good tea in the land, and can also walk out of a tea brand, simple and uncluttered packaging, But divide","563 Chuiyang Road, West District, Chiayi City",60043,,886-5-2369768,Monday to Saturday 12:00–21:00 Sunday 12:00–18:00,ChiayiTravel,http://www.theonetea.com/,https://travel.chiayi.gov.tw/upload/delicacies/abb2a6e216ba4fbfed5bf72faca6715a.JPG,一茶工房,,,,,120.4407203,23.472834,1,,2018/12/21 18:30
C3_376600000A_000025,Jiaguanxi Pancake,"Chen Wenxing, who is nearly 35 years old working in a food company, walks into a crisis food forest with his dream of starting a business. He has never had the experience of baking. He started from asking his predecessors and related teachers. After repeated failures and setbacks, it took him nearly five years to finally find his place in the forest. In order to highlight the differences and uniqueness of their own pancakes, Chen Wenxing began to develop pancakes in the ""sight market"", changing the shape and taste of traditional pancakes, and always thinking about all kinds of creative pancakes. When the weekend arrives, the stalls are filled with their own products and go directly to the sightseeing spots for sale. Over time, they gradually become famous. Gradually, other vendors have sold them with them, and gradually found their creative pancakes. There is more room to play, so Chen Wenxing continues to sway the imagination of the sky. From the ""Panda Pancake"" that matches the Mucha Zoo's round-up to the ""Little Duck Pancake"", which has been riding the yellow duckling boom, it is now possible to offer manufacturers to order exclusive customized pancakes. The delicate mold can accurately brand QRcode and come out. The mobile phone scans the pancakes and instantly connects to the designated web page or Facebook. Not only offers cute and custom-made pancakes, but Chen Wenxing also specially designs peaches exclusively for Chiayi City.","Chen Wenxing, who is nearly 35 years old working in a food company, walks into a crisis food forest with his dream of starting a business. He has never had the experience of baking. He started from asking his predecessors and related teachers. After repeated failures and setbacks, it took him nearly five years to finally find his place in the forest. In order to highlight the differences and uniqueness of their own pancakes, Chen Wenxing began to develop pancakes in the ""sight market"", changing the shape and taste of traditional pancakes, and always thinking about all kinds of creative pancakes. When the weekend arrives, the stalls are filled with their own products and go directly to the sightseeing spots for sale. Over time, they gradually become famous. Gradually, other vendors have sold them with them, and gradually found their creative pancakes. There is more room to play, so Chen Wenxing continues to sway the imagination of the sky. From the ""Panda Pancake"" that matches the Mucha Zoo's round-up to the ""Little Duck Pancake"", which has been riding the yellow duckling boom, it is now possible to offer manufacturers to order exclusive customized pancakes. The delicate mold can accurately brand QRcode and come out. The mobile phone scans the pancakes and instantly connects to the designated web page or Facebook. Not only offers cute and custom-made pancakes, but Chen Wenxing also specially designs peaches exclusively for Chiayi City.","263-1, Huzi Nei Road, West District, Chiayi City",60053,,886-5-2866087,Monday to Saturday 08:00–18:00 Sunday public holiday,ChiayiTravel,http://jkcfood.u98.com.tw/,https://travel.chiayi.gov.tw/upload/delicacies/82c5e7ba33429ecf04a0f145c5226fae.JPG,嘉冠喜煎餅,,,,,120.4415822,23.4502836,1,,2018/12/20 17:11
C3_376600000A_000026,Aimu Village Leisure Tourism Factory,"The story of the three little pigs in the fairy tale has changed into a modern one, and it has become the six little pigs in the ""Aimu Village"" hidden in the cultural road lane. Through their leadership, the tourists will experience a refurbished fairy tale of Aimu Village. ─ Know the beautiful world of beech. The predecessor of Aimu Village is Shunyi Wood. It has a half-century history in Chiayi. When it was passed down to the second generation Yan Weide couple, in order to continue the possibility of wood development, it continued to communicate with the elders at home. From the beginning, I was not optimistic and understanding, and finally I got approval and affirmation. It took me three years to get the birth of Aimu Village. Through this space, I hope that more people can understand the level of wood use and recognize it. The mystery of trees in nature and the development of forestry not only bring a way out for forestry, but the original intention is to preserve the memories of tourists. With the initial intention of this stock, all the interior decoration design, copywriting, space concept, etc. are not faked by others. They are all created by Yan Weide and others. They also specially planned the game interactive area and DIY wood art experience, hoping to let the friends of the size and After this tour, happy memories and records are left, and the purpose of teaching and learning is also achieved. When you are having fun, you can't help but try the signature dishes here - ? 蛋 and fruit popsicles.??蛋 is different","The story of the three little pigs in the fairy tale has changed into a modern one, and it has become the six little pigs in the ""Aimu Village"" hidden in the cultural road lane. Through their leadership, the tourists will experience a refurbished fairy tale of Aimu Village. ─ Know the beautiful world of beech. The predecessor of Aimu Village is Shunyi Wood. It has a half-century history in Chiayi. When it was passed down to the second generation Yan Weide couple, in order to continue the possibility of wood development, it continued to communicate with the elders at home. From the beginning, I was not optimistic and understanding, and finally I got approval and affirmation. It took me three years to get the birth of Aimu Village. Through this space, I hope that more people can understand the level of wood use and recognize it. The mystery of trees in nature and the development of forestry not only bring a way out for forestry, but the original intention is to preserve the memories of tourists. With the initial intention of this stock, all the interior decoration design, copywriting, space concept, etc. are not faked by others. They are all created by Yan Weide and others. They also specially planned the game interactive area and DIY wood art experience, hoping to let the friends of the size and After this tour, happy memories and records are left, and the purpose of teaching and learning is also achieved. When you are having fun, you can't help but try the signature dishes here - ? 蛋 and fruit popsicles.??蛋 is different","909-3, Wenhua Road, East District, Chiayi City",60029,,886-5-2322441,Monday ~ Sunday 09:00–17:30 Tuesday shop break,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/57022ace933ed05ecfe5dc1af3f09711.jpg,愛木村休閒觀光工廠,,,,,120.4391603,23.502252,1,,2018/12/21 11:10
C3_376600000A_000027,"Cherry blossom, coffee, light meal","Chueh, born in Tainan, resigned from his original job at a certain cause of the sakura leaf, and began to work in the quiet lane of the 366 alley of Zhongshan Road, Chiayi City. Although chueh is not a pedestal of food, but with the enthusiasm and interest in cooking, she has developed a new dish in the store. She has embarked on the idea of ??“trying to use Chiayi's ingredients in the local food” and embarked on her journey to find delicious ingredients. Look for the sweet and delicious clams in Dongshi, search for the rich honey in the traditional vegetable market, and try the sesame oil in the oil factory. The hard work of these rushes is not finished after returning to the store, followed by spending a lot of time. I delved into recipe books, looked at the cooking program to find any hint of inspiration, and racked my brains to think about how to make these delicious elements into innovative local specialties. So in these anti-reverse and arduous struggles with the recipes, the dishes that are ingenious and unique are served on the table: duck meat pie, East stone sauce, goat milk curry, Chiayi purple sweet potato cheese Musi mud and latte, each dish is full of Jing Hao full of ingenuity, and her feelings on the ground. There is a cherry blossom tree in the courtyard of the restaurant, which is obviously difficult to","Chueh, born in Tainan, resigned from his original job at a certain cause of the sakura leaf, and began to work in the quiet lane of the 366 alley of Zhongshan Road, Chiayi City. Although chueh is not a pedestal of food, but with the enthusiasm and interest in cooking, she has developed a new dish in the store. She has embarked on the idea of ??“trying to use Chiayi's ingredients in the local food” and embarked on her journey to find delicious ingredients. Look for the sweet and delicious clams in Dongshi, search for the rich honey in the traditional vegetable market, and try the sesame oil in the oil factory. The hard work of these rushes is not finished after returning to the store, followed by spending a lot of time. I delved into recipe books, looked at the cooking program to find any hint of inspiration, and racked my brains to think about how to make these delicious elements into innovative local specialties. So in these anti-reverse and arduous struggles with the recipes, the dishes that are ingenious and unique are served on the table: duck meat pie, East stone sauce, goat milk curry, Chiayi purple sweet potato cheese Musi mud and latte, each dish is full of Jing Hao full of ingenuity, and her feelings on the ground. There is a cherry blossom tree in the courtyard of the restaurant, which is obviously difficult to","No. 12, Lane 366, Zhongshan Road, West District, Chiayi City",60041,,886-5-2222350,"Monday ~ Wednesday, Friday ~ Sunday 11:00–21:00 Thursday",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/033709bc3ee3a82f95f6b44ca46f5d34.jpg,櫻花葉咖啡簡餐,,,,,120.4627796,23.4827742,1,,2018/12/21 20:02
C3_376600000A_000028,R5 Bistro,"I want to run a three-in-one restaurant that combines restaurants, cafes and galleries. It is the founder of ""R5 Bistro"" & mdash; Zhong Xiaoze's idea. He used to be a software engineer. He always has a dream of opening a store. After some evaluation and consideration, Resolutely decided to leave the company to start a business, and present his diet aesthetics to each of the guests through the R5 small restaurant. Zhong Xiaoze, who had travel experience in the student days, tasted a very pure American burger & mdash; there is no extra sauce to mix, only the burger with meat as the main body, ""although simple but very refreshing taste"", he never forgets Saying, ""But I didn't taste similar feelings after I returned to Taiwan."" It was this motivation that allowed him to establish the goal of opening a store &mdash; to run a new-style Western-style restaurant. Zhong Xiaoze proudly mentioned that the food in the store uses natural ingredients and insists on not adding flavors such as MSG and chicken powder. It is not only healthy, but also focuses on allowing customers to enjoy the purest food. With such a spirit of cooking, he reproduces the simplicity he tasted that year. ""Additional drinks and desserts are also professional, such as our boutique coffee and homemade desserts.""","I want to run a three-in-one restaurant that combines restaurants, cafes and galleries. It is the founder of ""R5 Bistro"" & mdash; Zhong Xiaoze's idea. He used to be a software engineer. He always has a dream of opening a store. After some evaluation and consideration, Resolutely decided to leave the company to start a business, and present his diet aesthetics to each of the guests through the R5 small restaurant. Zhong Xiaoze, who had travel experience in the student days, tasted a very pure American burger & mdash; there is no extra sauce to mix, only the burger with meat as the main body, ""although simple but very refreshing taste"", he never forgets Saying, ""But I didn't taste similar feelings after I returned to Taiwan."" It was this motivation that allowed him to establish the goal of opening a store &mdash; to run a new-style Western-style restaurant. Zhong Xiaoze proudly mentioned that the food in the store uses natural ingredients and insists on not adding flavors such as MSG and chicken powder. It is not only healthy, but also focuses on allowing customers to enjoy the purest food. With such a spirit of cooking, he reproduces the simplicity he tasted that year. ""Additional drinks and desserts are also professional, such as our boutique coffee and homemade desserts.""","No. 205, Zhongxiao Road, East District, Chiayi City",60046,,886-5-2770250,"Monday to Friday 11:30–14:30, 16:30–21:00 Saturday and Sunday 11:30–21:00",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/8ed3570359e4130bb839751c09cd6283.jpg,R5小餐館,,,,,120.4536364,23.4838,1,,2018/12/21 19:15
C3_376600000A_000029,GoodLuck coffee,"Goodluck coffee is located in a small alley in Nanxing Road. It is a professional coffee shop known to the insiders. If you look at it from the alley, it is hard to imagine hiding this unique coffee shop behind a mechanical line. Walking into Goodluck coffee, you will see the mechanical device modified by the hand of Goodluck coffee owner Lin Biao, the electric light switch modified by the generator instrument panel, the tableside small table lamp with the American captain shield, etc. The wooden walls and tables and chairs stacked on the floor are particularly interesting. He said that the space in the coffee shop was originally his youthful room. The room was next to the Yanfeng Machinery of his father Lin Ancai. When he was a child, he learned the talents of mechanical engineering under the eyes of his father, and he continued to study during his school days. Through the interior design and architecture, the process of converting the room into a coffee shop, two years before and after, all done by rolling up the sleeves and sweating. Returning to Chiayi City from a place where he studied in the field, his first job was a coffee machine engineer. The job was to repair the coffee machine in each coffee shop. Three years before his inauguration, he began to brew the idea of ??opening a coffee shop. Coffee machine equipment on the shelf inside the store,","Goodluck coffee is located in a small alley in Nanxing Road. It is a professional coffee shop known to the insiders. If you look at it from the alley, it is hard to imagine hiding this unique coffee shop behind a mechanical line. Walking into Goodluck coffee, you will see the mechanical device modified by the hand of Goodluck coffee owner Lin Biao, the electric light switch modified by the generator instrument panel, the tableside small table lamp with the American captain shield, etc. The wooden walls and tables and chairs stacked on the floor are particularly interesting. He said that the space in the coffee shop was originally his youthful room. The room was next to the Yanfeng Machinery of his father Lin Ancai. When he was a child, he learned the talents of mechanical engineering under the eyes of his father, and he continued to study during his school days. Through the interior design and architecture, the process of converting the room into a coffee shop, two years before and after, all done by rolling up the sleeves and sweating. Returning to Chiayi City from a place where he studied in the field, his first job was a coffee machine engineer. The job was to repair the coffee machine in each coffee shop. Three years before his inauguration, he began to brew the idea of ??opening a coffee shop. Coffee machine equipment on the shelf inside the store,","291 Nanxing Road, East District, Chiayi City",60067,,886-5-2227301,"Friday 14:00 – 19:00 Saturday, Sunday 13:00 – 19:00 Monday ~ Thursday",ChiayiTravel,http://goodluck-coffee.business.site/,https://travel.chiayi.gov.tw/upload/delicacies/27e124a9a4aa9b6e321fab0a0a0bf60a.jpg,GoodLuck coffee,,,,,120.4552136,23.4661961,1,,2018/12/21 20:29
C3_376600000A_000030,Dings Tea Dings Tea House,"The Ding style tea house is a brand that was founded by the second generation tea farmer Zhong Mingzhi and a unique shepherd dog Ding Ding. It is different from the tea shop that is common in Taiwan. Instead, it provides a cup of tea in the form of a coffee shop. It is necessary to read the heart of Taiwanese tea with young people. There is no distance. After Zhong Mingzhi returned to the tea industry, he found that the younger generation of tea consumption was surprisingly small, because the younger generation had more convenience and parity with hand-operated beverages, but had a sense of distance from traditional Taiwanese tea. The culture and meaning of it are not too dare to go into the tea line to understand. Therefore, how to give Taiwan tea and young people an opportunity to get to know each other has become the original intention of our establishment of the Ding style tea house. Therefore, the Ding style tea house created a new tea-type, creating a comfortable, pressure-free tea drinking space. Guests who come to the tea house can pick a comfortable seat and order the tea on the cup of tea to wait until the tea is ready for the table. Choose the tea in the cup, or take the novel on the shelf. Or even sit down at the bar and chat with the store manager, listen to him about the experience of growing tea and making tea, and share historical stories about tea, so that guests have a newer or deeper understanding of tea. We are fortunate to grow in a well-known production area of ??Taiwanese tea, hoping to","The Ding style tea house is a brand that was founded by the second generation tea farmer Zhong Mingzhi and a unique shepherd dog Ding Ding. It is different from the tea shop that is common in Taiwan. Instead, it provides a cup of tea in the form of a coffee shop. It is necessary to read the heart of Taiwanese tea with young people. There is no distance. After Zhong Mingzhi returned to the tea industry, he found that the younger generation of tea consumption was surprisingly small, because the younger generation had more convenience and parity with hand-operated beverages, but had a sense of distance from traditional Taiwanese tea. The culture and meaning of it are not too dare to go into the tea line to understand. Therefore, how to give Taiwan tea and young people an opportunity to get to know each other has become the original intention of our establishment of the Ding style tea house. Therefore, the Ding style tea house created a new tea-type, creating a comfortable, pressure-free tea drinking space. Guests who come to the tea house can pick a comfortable seat and order the tea on the cup of tea to wait until the tea is ready for the table. Choose the tea in the cup, or take the novel on the shelf. Or even sit down at the bar and chat with the store manager, listen to him about the experience of growing tea and making tea, and share historical stories about tea, so that guests have a newer or deeper understanding of tea. We are fortunate to grow in a well-known production area of ??Taiwanese tea, hoping to","216 Minquan Road, East District, Chiayi City",60044,,886-5-2592639,Tuesday ~ Sunday 12:00–21:00 Monday public holiday,ChiayiTravel,http://www.dingstea.com/,https://travel.chiayi.gov.tw/upload/delicacies/4ec1c33dc1eb1a5669e154020ef9092c.JPG,Dings Tea 丁式茶館,,,,,120.4543117,23.4832576,1,,2018/12/21 18:03
C3_376600000A_000031,Full of tea,"In the year of the Republic of China, the Eighth Eighth Windstorm swept through various parts of Taiwan, including the hometown of Ruifeng Village in Chiayi, where the tea was full of leaves and leaves. At that time, the heart of the family was born, ""I hope to do something for my hometown."" After the typhoon, I went back to my hometown and thought about how to make the village of Ruifeng known to many people. At the same time, let the tea lovers enjoy the unique taste of Ruifeng tea. Therefore, in 103 years, Mr. and his sister’s sister apricot In the Chiayi City, the park operates the store under the brand name “Manchu Tea” and sells good tea from Alishan Tea-Ruifeng Village. &nbsp; The teas that have won many awards at home and abroad for tea competitions are from the tea gardens in their hometowns. The teas are also checked through the layers of the tea. Customers who want to come to the store or travellers can drink and introduce the place of origin. I know the diverse styles of Alishan tea. In addition, the store provides a brief introduction of Chinese, English and Japanese brewing, teaching everyone how to make good tea, young and lovely packaging and Chinese and English introduction services, and become the best place to buy Alishan tea at home and abroad. &nbsp; In addition to selling high-quality tea products, Manchu also combines the power of Ruifeng community to hold rural experience activities from time to time, so that consumers can go to the hometown of champion tea in person, experience tea picking, baking tea, tea to tea.","In the year of the Republic of China, the Eighth Eighth Windstorm swept through various parts of Taiwan, including the hometown of Ruifeng Village in Chiayi, where the tea was full of leaves and leaves. At that time, the heart of the family was born, ""I hope to do something for my hometown."" After the typhoon, I went back to my hometown and thought about how to make the village of Ruifeng known to many people. At the same time, let the tea lovers enjoy the unique taste of Ruifeng tea. Therefore, in 103 years, Mr. and his sister’s sister apricot In the Chiayi City, the park operates the store under the brand name “Manchu Tea” and sells good tea from Alishan Tea-Ruifeng Village. &nbsp; The teas that have won many awards at home and abroad for tea competitions are from the tea gardens in their hometowns. The teas are also checked through the layers of the tea. Customers who want to come to the store or travellers can drink and introduce the place of origin. I know the diverse styles of Alishan tea. In addition, the store provides a brief introduction of Chinese, English and Japanese brewing, teaching everyone how to make good tea, young and lovely packaging and Chinese and English introduction services, and become the best place to buy Alishan tea at home and abroad. &nbsp; In addition to selling high-quality tea products, Manchu also combines the power of Ruifeng community to hold rural experience activities from time to time, so that consumers can go to the hometown of champion tea in person, experience tea picking, baking tea, tea to tea.","260 Xinrong Road, West District, Chiayi City",60054,,886-5-2251070,Monday ~ Saturday 13:00–21:00 Sunday break,ChiayiTravel,http://www.maintang.com.tw/,https://travel.chiayi.gov.tw/upload/delicacies/7734d5b6f35facc932a6cc09d42bc681.jpg,滿棠茶品,,,,,120.44405,23.480926,1,,2018/12/20 16:58
C3_376600000A_000032,Famous tea line,"In the 67th year of the Republic of China, Chen Jianhong resolutely said goodbye to the identity of the engraver and established the famous tea line because of his strong interest in tea. Chen Jianhong, 28 years old, spent three years searching for books, literature, and tea farmers in the era of underdeveloped information. He explored and learned about the knowledge and technology of ""baked tea."" ""In the first three years of the store, because the tea could not be sold, it was hungry."" Chen Jianhong said with a faint smile. All the way to support him is the love of tea, and because of this deep feeling, when he saw the paper published by Professor Zeng Zhizheng of ZTE University Biotechnology Research Institute in the Republic of China in 1997, he immediately wrote a brush and wrote a sincere ""self. Recommended article"" to Professor Zeng. The next day, Professor Zeng called and invited Chen Jianhong to meet in Taichung. The lovely love between the two began. Through industry-university cooperation, Professor Zeng provided knowledge and Chen Jianhong provided technology. It took six years to jointly develop the representative work in the store - ? oolong tea. In the past, it took six years to bake the old tea. The two shortened the time course to two years. Using the green heart oolong, it can be made into a kind of ""tea gluten"" and ""galic acid"" which are beneficial to the human body. Oolong tea, the main ingredient is ""no caffeine and stimulating elements, mild and does not hurt the stomach."" Famous tea line at 10","In the 67th year of the Republic of China, Chen Jianhong resolutely said goodbye to the identity of the engraver and established the famous tea line because of his strong interest in tea. Chen Jianhong, 28 years old, spent three years searching for books, literature, and tea farmers in the era of underdeveloped information. He explored and learned about the knowledge and technology of ""baked tea."" ""In the first three years of the store, because the tea could not be sold, it was hungry."" Chen Jianhong said with a faint smile. All the way to support him is the love of tea, and because of this deep feeling, when he saw the paper published by Professor Zeng Zhizheng of ZTE University Biotechnology Research Institute in the Republic of China in 1997, he immediately wrote a brush and wrote a sincere ""self. Recommended article"" to Professor Zeng. The next day, Professor Zeng called and invited Chen Jianhong to meet in Taichung. The lovely love between the two began. Through industry-university cooperation, Professor Zeng provided knowledge and Chen Jianhong provided technology. It took six years to jointly develop the representative work in the store - ? oolong tea. In the past, it took six years to bake the old tea. The two shortened the time course to two years. Using the green heart oolong, it can be made into a kind of ""tea gluten"" and ""galic acid"" which are beneficial to the human body. Oolong tea, the main ingredient is ""no caffeine and stimulating elements, mild and does not hurt the stomach."" Famous tea line at 10","No. 47, Wufeng North Road, East District, Chiayi City",60045,,886-5-2244888,Monday ~ Sunday 09:00 - 22:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/0cd6b0feb0f96e2b1d7bcd4efa73e35d.JPG,名香茶行,,,,,120.4536042,23.4751827,1,,2018/12/21 16:43
C3_376600000A_000033,Triangle & Cat Coffee,"If you say that you love coffee, you may not be the owner of the ""Triangle and Cat"" Joe, because the first job after college was exposed to coffee, he was deeply obsessed with it. In order to learn his skills, he spent two years. The time, every day, takes three hours to drive to the pit to learn baking skills. After graduating from the Department of Foreign Languages, she was deeply impressed by her family's expectations. Even though she once turned to manufacturing in order to convince them of their high hopes, she finally insisted on her interest based on her love for coffee, and she loved to drink coffee. The coward who supported their dreams, and a cat that accompanied the three people through this life, opened the ""triangle and cat"" coffee shop. With the knowledge and technology acquired, Xu Peiling wants to bring guests not only the drinks that the general coffee shop can drink, so the coffee beans in the San Jose Manor oak barrel fermentation and exquisite washing treatment are specially introduced. The brewed coffee will have a whisky scent; or the shallow baking process will allow the coffee beans to retain the fruity aroma and sweetness, which is different from the bitter taste of medium-deep roasted coffee. I hope to go to the special coffee route, ""wild ginger flower latte"" is a special drink in the store, using wild ginger flowers to add latte, not only to get the latte's rich alcohol,","If you say that you love coffee, you may not be the owner of the ""Triangle and Cat"" Joe, because the first job after college was exposed to coffee, he was deeply obsessed with it. In order to learn his skills, he spent two years. The time, every day, takes three hours to drive to the pit to learn baking skills. After graduating from the Department of Foreign Languages, she was deeply impressed by her family's expectations. Even though she once turned to manufacturing in order to convince them of their high hopes, she finally insisted on her interest based on her love for coffee, and she loved to drink coffee. The coward who supported their dreams, and a cat that accompanied the three people through this life, opened the ""triangle and cat"" coffee shop. With the knowledge and technology acquired, Xu Peiling wants to bring guests not only the drinks that the general coffee shop can drink, so the coffee beans in the San Jose Manor oak barrel fermentation and exquisite washing treatment are specially introduced. The brewed coffee will have a whisky scent; or the shallow baking process will allow the coffee beans to retain the fruity aroma and sweetness, which is different from the bitter taste of medium-deep roasted coffee. I hope to go to the special coffee route, ""wild ginger flower latte"" is a special drink in the store, using wild ginger flowers to add latte, not only to get the latte's rich alcohol,","No. 374, Xinsheng Road, East District, Chiayi City",60074,,886-5-2257905,Tuesday ~ Sunday 10:00–19:00 Monday public holiday,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/4de487f7d505d09123cc616a4ba71dca.jpg,三角&貓咖啡,,,,,120.4601164,23.4878599,1,,2018/12/21 19:29
C3_376600000A_000034,Paris 6th Street,"Paris 6th Street is a dream of the Auntie girlhood. Huang Wei, who had been in the automobile industry for more than 20 years, dreamed of opening a coffee shop of his own. When he traveled to many countries, he liked Europe's relaxed, leisurely and comfortable pace. For the yearning for Europe, I have the idea of ??""Paris 6th Street"", and my grandchildren also like to eat biscuits and cakes, so that the grandson who loves her grandson will definitely invest in this unfamiliar and favorite baking industry, hoping to use copper prices. Let parents who love children simply buy healthy, safe, handmade cookies and cakes. Handmade biscuits have always been the mainstay of ""Paris 6 Street"". No additives such as preservatives and leavening agents are added. It is not a chemically synthesized flavor. It is really fruit fiber and sweet. It tastes Taiwanese land. The sweetness of life, hope to bring the true taste of the next generation. I am worried that the dialysis population in Taiwan has become more and more young, and at least under her insistence, she can do a little bit of power for the health of the Chinese people. ""Old Morning Sweet Almond Cake"" and ""Coffee Black Brick"" are the popular products in the store, which gives the traditional almond cake a new look. It inherits the taste of the older generation and joins the elements of modern young people. ""Coffee"" introduced by the concept of human health","Paris 6th Street is a dream of the Auntie girlhood. Huang Wei, who had been in the automobile industry for more than 20 years, dreamed of opening a coffee shop of his own. When he traveled to many countries, he liked Europe's relaxed, leisurely and comfortable pace. For the yearning for Europe, I have the idea of ??""Paris 6th Street"", and my grandchildren also like to eat biscuits and cakes, so that the grandson who loves her grandson will definitely invest in this unfamiliar and favorite baking industry, hoping to use copper prices. Let parents who love children simply buy healthy, safe, handmade cookies and cakes. Handmade biscuits have always been the mainstay of ""Paris 6 Street"". No additives such as preservatives and leavening agents are added. It is not a chemically synthesized flavor. It is really fruit fiber and sweet. It tastes Taiwanese land. The sweetness of life, hope to bring the true taste of the next generation. I am worried that the dialysis population in Taiwan has become more and more young, and at least under her insistence, she can do a little bit of power for the health of the Chinese people. ""Old Morning Sweet Almond Cake"" and ""Coffee Black Brick"" are the popular products in the store, which gives the traditional almond cake a new look. It inherits the taste of the older generation and joins the elements of modern young people. ""Coffee"" introduced by the concept of human health","8 Renai Road, Chiayi City",60055,,886-5-2353588,Monday ~ Sunday 09:00–22:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/e1bcd499e5c8468248c181a34146f08b.JPG,巴黎6街,,,,,120.4406522,23.4666367,1,,2018/12/21 18:03
